"genus","species","Common_Name","id","year","lat","long","elev","budburst","flowers","fruits","leafout","col.leaves","leafdrop","last.obs","gdd.start"
"Carya","glabra","pignut hickory",86266,2020,42.30024,-71.12606,33,124,126,156,126,260,NA,260,46
"Carya","glabra","pignut hickory",86266,2021,42.30024,-71.12606,33,113,131,146,113,265,NA,265,46
"Carya","glabra","pignut hickory",86266,2022,42.30024,-71.12606,33,114,126,146,119,NA,NA,NA,46
"Carya","glabra","pignut hickory",86266,2023,42.30024,-71.12606,33,104,118,NA,112,NA,NA,NA,46
"Carya","glabra","pignut hickory",86266,2024,42.30024,-71.12606,33,119,128,147,119,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86268,2015,42.30024,-71.12606,33,NA,NA,161,NA,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86268,2016,42.30024,-71.12606,33,130,142,150,131,284,295,295,46
"Carya","ovata","shagbark hickory",86268,2017,42.30024,-71.12606,33,105,124,172,118,278,264,264,46
"Carya","ovata","shagbark hickory",86268,2018,42.30024,-71.12606,33,118,125,171,125,272,279,279,46
"Carya","ovata","shagbark hickory",86268,2019,42.30024,-71.12606,33,110,124,188,121,260,264,264,46
"Carya","ovata","shagbark hickory",86268,2020,42.30024,-71.12606,33,125,140,169,134,276,NA,276,46
"Carya","ovata","shagbark hickory",86268,2022,42.30024,-71.12606,33,NA,NA,NA,126,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86269,2016,42.30024,-71.12606,33,130,143,NA,132,284,295,295,46
"Carya","ovata","shagbark hickory",86269,2017,42.30024,-71.12606,33,105,118,172,118,264,264,264,46
"Carya","ovata","shagbark hickory",86269,2018,42.30024,-71.12606,33,118,125,158,125,272,279,279,46
"Carya","ovata","shagbark hickory",86269,2019,42.30024,-71.12606,33,108,124,160,124,248,264,264,46
"Carya","ovata","shagbark hickory",86269,2020,42.30024,-71.12606,33,125,141,168,134,276,NA,276,46
"Carya","ovata","shagbark hickory",86269,2022,42.30024,-71.12606,33,NA,NA,NA,126,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86270,2015,42.30024,-71.12606,33,NA,NA,169,NA,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86270,2016,42.30024,-71.12606,33,110,127,200,127,278,289,289,46
"Carya","ovata","shagbark hickory",86270,2017,42.30024,-71.12606,33,105,117,172,117,253,253,253,46
"Carya","ovata","shagbark hickory",86270,2018,42.30024,-71.12606,33,122,125,239,125,272,279,279,46
"Carya","ovata","shagbark hickory",86270,2019,42.30024,-71.12606,33,108,119,160,119,260,264,264,46
"Carya","ovata","shagbark hickory",86270,2020,42.30024,-71.12606,33,125,129,170,129,262,NA,262,46
"Carya","ovata","shagbark hickory",86270,2021,42.30024,-71.12606,33,115,NA,NA,124,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86270,2022,42.30024,-71.12606,33,116,131,147,126,258,NA,258,46
"Carya","ovata","shagbark hickory",86270,2023,42.30024,-71.12606,33,NA,118,NA,138,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86271,2015,42.30024,-71.12606,33,NA,NA,161,NA,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86271,2016,42.30024,-71.12606,33,130,143,NA,132,278,284,284,46
"Carya","ovata","shagbark hickory",86271,2017,42.30024,-71.12606,33,105,118,172,118,260,264,264,46
"Carya","ovata","shagbark hickory",86271,2018,42.30024,-71.12606,33,118,125,158,125,272,279,279,46
"Carya","ovata","shagbark hickory",86271,2019,42.30024,-71.12606,33,108,119,160,124,260,264,264,46
"Carya","ovata","shagbark hickory",86271,2020,42.30024,-71.12606,33,125,NA,169,136,250,NA,250,46
"Carya","ovata","shagbark hickory",86271,2021,42.30024,-71.12606,33,115,NA,NA,124,270,NA,270,46
"Carya","ovata","shagbark hickory",86271,2022,42.30024,-71.12606,33,NA,NA,NA,126,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86272,2015,42.30024,-71.12606,33,NA,NA,161,NA,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86272,2016,42.30024,-71.12606,33,125,143,150,132,285,295,295,46
"Carya","ovata","shagbark hickory",86272,2017,42.30024,-71.12606,33,112,120,172,118,253,293,293,46
"Carya","ovata","shagbark hickory",86272,2018,42.30024,-71.12606,33,118,125,156,125,274,282,282,46
"Carya","ovata","shagbark hickory",86272,2019,42.30024,-71.12606,33,108,121,145,124,260,264,264,46
"Carya","ovata","shagbark hickory",86272,2020,42.30024,-71.12606,33,125,129,167,134,273,NA,273,46
"Carya","ovata","shagbark hickory",86272,2021,42.30024,-71.12606,33,115,NA,NA,NA,NA,NA,NA,46
"Carya","ovata","shagbark hickory",86272,2022,42.30024,-71.12606,33,114,129,152,126,286,NA,286,46
"Carya","ovata","shagbark hickory",86272,2023,42.30024,-71.12606,33,NA,NA,NA,138,NA,NA,NA,46
"Fagus","grandifolia","American beech",86273,2016,42.298065,-71.122131,21,101,111,177,115,282,282,282,46
"Fagus","grandifolia","American beech",86273,2017,42.298065,-71.122131,21,109,NA,NA,113,NA,NA,NA,46
"Fagus","grandifolia","American beech",86274,2016,42.298065,-71.122131,21,115,111,NA,115,282,290,290,46
"Fagus","grandifolia","American beech",86274,2017,42.298065,-71.122131,21,108,118,159,117,278,278,278,46
"Fagus","grandifolia","American beech",86274,2018,42.298065,-71.122131,21,NA,NA,258,126,274,278,278,46
"Fagus","grandifolia","American beech",86274,2019,42.298065,-71.122131,21,107,109,145,115,272,285,285,46
"Fagus","grandifolia","American beech",86274,2020,42.298065,-71.122131,21,114,117,168,120,271,271,271,46
"Fagus","grandifolia","American beech",86274,2021,42.298065,-71.122131,21,99,104,148,104,270,NA,270,46
"Fagus","grandifolia","American beech",86274,2022,42.298065,-71.122131,21,117,NA,NA,126,272,272,272,46
"Fagus","grandifolia","American beech",86274,2023,42.298065,-71.122131,21,104,104,128,104,NA,NA,NA,46
"Fagus","grandifolia","American beech",86274,2024,42.298065,-71.122131,21,NA,NA,NA,114,NA,NA,NA,46
"Fagus","grandifolia","American beech",86275,2016,42.298065,-71.122131,21,101,111,175,115,281,281,281,46
"Fagus","grandifolia","American beech",86275,2017,42.298065,-71.122131,21,103,110,139,112,253,293,293,46
"Fagus","grandifolia","American beech",86275,2018,42.298065,-71.122131,21,121,NA,NA,122,NA,NA,NA,46
"Fagus","grandifolia","American beech",86276,2016,42.298065,-71.122131,21,115,NA,NA,118,282,290,290,46
"Fagus","grandifolia","American beech",86276,2017,42.298065,-71.122131,21,108,118,152,117,278,278,278,46
"Fagus","grandifolia","American beech",86276,2018,42.298065,-71.122131,21,NA,NA,NA,123,274,278,278,46
"Fagus","grandifolia","American beech",86276,2019,42.298065,-71.122131,21,115,121,154,119,285,NA,285,46
"Fagus","grandifolia","American beech",86276,2020,42.298065,-71.122131,21,120,NA,NA,126,276,276,276,46
"Fagus","grandifolia","American beech",86276,2024,42.298065,-71.122131,21,NA,NA,NA,NA,NA,NA,NA,46
"Fagus","grandifolia","American beech",86277,2016,42.298065,-71.122131,21,108,111,175,115,NA,NA,NA,46
"Fagus","grandifolia","American beech",135343,2017,42.298065,-71.122131,21,NA,NA,136,110,278,278,278,46
"Fagus","grandifolia","American beech",135911,2017,42.298065,-71.122131,21,109,113,160,113,256,256,256,46
"Populus","deltoides","eastern cottonwood",86278,2015,42.296417,-71.128052,26,NA,NA,NA,NA,NA,256,256,46
"Populus","deltoides","eastern cottonwood",86278,2016,42.296417,-71.128052,26,110,NA,NA,136,286,265,265,46
"Populus","deltoides","eastern cottonwood",86278,2017,42.296417,-71.128052,26,107,109,125,124,250,247,247,46
"Populus","deltoides","eastern cottonwood",86278,2018,42.296417,-71.128052,26,117,124,147,124,270,260,260,46
"Populus","deltoides","eastern cottonwood",86278,2019,42.296417,-71.128052,26,123,NA,123,123,260,260,260,46
"Populus","deltoides","eastern cottonwood",86278,2020,42.296417,-71.128052,26,125,104,127,126,261,261,261,46
"Populus","deltoides","eastern cottonwood",86278,2021,42.296417,-71.128052,26,120,103,123,123,278,257,257,46
"Populus","deltoides","eastern cottonwood",86278,2022,42.296417,-71.128052,26,117,108,128,127,269,269,269,46
"Populus","deltoides","eastern cottonwood",86278,2023,42.296417,-71.128052,26,NA,105,129,125,254,229,229,46
"Populus","deltoides","eastern cottonwood",86278,2024,42.296417,-71.128052,26,NA,109,131,120,238,254,254,46
"Populus","deltoides","eastern cottonwood",86279,2016,42.296417,-71.128052,26,NA,NA,NA,136,286,NA,286,46
"Populus","deltoides","eastern cottonwood",86279,2017,42.296417,-71.128052,26,107,109,124,124,231,236,236,46
"Populus","deltoides","eastern cottonwood",86279,2018,42.296417,-71.128052,26,117,124,147,124,236,236,236,46
"Populus","deltoides","eastern cottonwood",86279,2019,42.296417,-71.128052,26,NA,NA,123,128,245,245,245,46
"Populus","deltoides","eastern cottonwood",86279,2020,42.296417,-71.128052,26,126,113,132,132,255,261,261,46
"Populus","deltoides","eastern cottonwood",86279,2021,42.296417,-71.128052,26,123,NA,123,125,257,257,257,46
"Populus","deltoides","eastern cottonwood",86279,2022,42.296417,-71.128052,26,117,108,127,127,NA,NA,NA,46
"Populus","deltoides","eastern cottonwood",86279,2023,42.296417,-71.128052,26,NA,NA,NA,129,254,254,254,46
"Populus","deltoides","eastern cottonwood",86279,2024,42.296417,-71.128052,26,NA,NA,NA,123,248,248,248,46
"Populus","deltoides","eastern cottonwood",86280,2015,42.296417,-71.128052,26,NA,NA,NA,NA,249,NA,249,46
"Populus","deltoides","eastern cottonwood",86280,2016,42.296417,-71.128052,26,122,NA,NA,136,286,304,304,46
"Populus","deltoides","eastern cottonwood",86280,2017,42.296417,-71.128052,26,107,109,124,124,239,239,239,46
"Populus","deltoides","eastern cottonwood",86280,2018,42.296417,-71.128052,26,117,124,147,129,251,251,251,46
"Populus","deltoides","eastern cottonwood",86280,2019,42.296417,-71.128052,26,NA,NA,123,128,245,260,260,46
"Populus","deltoides","eastern cottonwood",86280,2020,42.296417,-71.128052,26,125,113,127,132,255,261,261,46
"Populus","deltoides","eastern cottonwood",86280,2021,42.296417,-71.128052,26,123,103,123,125,257,257,257,46
"Populus","deltoides","eastern cottonwood",86280,2022,42.296417,-71.128052,26,128,108,128,130,NA,NA,NA,46
"Populus","deltoides","eastern cottonwood",86280,2023,42.296417,-71.128052,26,NA,NA,NA,129,266,266,266,46
"Populus","deltoides","eastern cottonwood",86280,2024,42.296417,-71.128052,26,NA,NA,NA,127,254,254,254,46
"Populus","deltoides","eastern cottonwood",86281,2016,42.296417,-71.128052,26,NA,114,129,133,229,229,229,46
"Populus","deltoides","eastern cottonwood",86281,2017,42.296417,-71.128052,26,107,109,124,124,231,236,236,46
"Populus","deltoides","eastern cottonwood",86281,2018,42.296417,-71.128052,26,117,121,147,124,236,236,236,46
"Populus","deltoides","eastern cottonwood",86281,2019,42.296417,-71.128052,26,123,109,123,128,238,238,238,46
"Populus","deltoides","eastern cottonwood",86281,2020,42.296417,-71.128052,26,125,113,127,127,255,261,261,46
"Populus","deltoides","eastern cottonwood",86281,2021,42.296417,-71.128052,26,NA,103,123,123,257,257,257,46
"Populus","deltoides","eastern cottonwood",86281,2022,42.296417,-71.128052,26,127,108,127,127,NA,NA,NA,46
"Populus","deltoides","eastern cottonwood",86281,2023,42.296417,-71.128052,26,NA,NA,NA,129,218,218,218,46
"Populus","deltoides","eastern cottonwood",86281,2024,42.296417,-71.128052,26,NA,NA,134,120,245,248,248,46
"Populus","deltoides","eastern cottonwood",86282,2016,42.296417,-71.128052,26,127,101,NA,133,229,229,229,46
"Populus","deltoides","eastern cottonwood",86282,2017,42.296417,-71.128052,26,102,109,NA,120,231,236,236,46
"Populus","deltoides","eastern cottonwood",86282,2018,42.296417,-71.128052,26,117,121,NA,118,236,236,236,46
"Populus","deltoides","eastern cottonwood",86282,2019,42.296417,-71.128052,26,123,104,NA,128,229,229,229,46
"Populus","deltoides","eastern cottonwood",86282,2020,42.296417,-71.128052,26,125,103,NA,127,255,261,261,46
"Populus","deltoides","eastern cottonwood",86282,2021,42.296417,-71.128052,26,123,99,NA,123,243,257,257,46
"Populus","deltoides","eastern cottonwood",86282,2022,42.296417,-71.128052,26,123,105,NA,128,269,NA,269,46
"Populus","deltoides","eastern cottonwood",86282,2023,42.296417,-71.128052,26,NA,105,NA,129,229,241,241,46
"Populus","deltoides","eastern cottonwood",86282,2024,42.296417,-71.128052,26,120,105,NA,120,245,248,248,46
"Quercus","alba","white oak",87756,2016,42.296417,-71.128052,26,115,NA,NA,133,280,291,291,46
"Quercus","alba","white oak",87756,2017,42.296417,-71.128052,26,117,NA,260,120,288,288,288,46
"Quercus","alba","white oak",87756,2018,42.296417,-71.128052,26,NA,136,NA,124,287,287,287,46
"Quercus","alba","white oak",87756,2019,42.296417,-71.128052,26,113,NA,NA,123,287,288,288,46
"Quercus","alba","white oak",87756,2020,42.296417,-71.128052,26,123,127,NA,125,272,289,289,46
"Quercus","alba","white oak",87756,2021,42.296417,-71.128052,26,113,NA,NA,117,289,301,301,46
"Quercus","alba","white oak",87756,2022,42.296417,-71.128052,26,117,NA,NA,128,281,296,296,46
"Quercus","alba","white oak",87756,2023,42.296417,-71.128052,26,NA,NA,NA,112,289,NA,289,46
"Quercus","alba","white oak",87756,2024,42.296417,-71.128052,26,116,NA,NA,123,277,NA,277,46
"Quercus","alba","white oak",87758,2016,42.300278,-71.124771,30,115,130,NA,282,282,282,282,46
"Quercus","alba","white oak",87758,2017,42.300278,-71.124771,30,118,118,225,119,271,278,278,46
"Quercus","alba","white oak",87758,2018,42.300278,-71.124771,30,NA,128,177,126,274,279,279,46
"Quercus","alba","white oak",87758,2019,42.300278,-71.124771,30,117,NA,183,127,268,286,286,46
"Quercus","alba","white oak",87759,2016,42.300278,-71.124771,30,NA,NA,NA,282,282,282,282,46
"Quercus","alba","white oak",87759,2017,42.300278,-71.124771,30,110,127,NA,124,267,288,288,46
"Quercus","alba","white oak",87759,2018,42.300278,-71.124771,30,NA,128,183,126,NA,296,296,46
"Quercus","alba","white oak",87759,2019,42.300278,-71.124771,30,117,NA,NA,127,268,268,268,46
"Quercus","alba","white oak",87761,2016,42.300278,-71.124771,30,115,NA,NA,282,282,303,303,46
"Quercus","alba","white oak",87761,2017,42.300278,-71.124771,30,117,NA,266,124,291,300,300,46
"Quercus","alba","white oak",87761,2018,42.300278,-71.124771,30,122,131,NA,123,282,282,282,46
"Quercus","alba","white oak",87761,2019,42.300278,-71.124771,30,111,129,NA,127,286,291,291,46
"Quercus","alba","white oak",87761,2020,42.300278,-71.124771,30,NA,NA,NA,126,273,NA,273,46
"Quercus","alba","white oak",87761,2024,42.300278,-71.124771,30,121,NA,NA,128,277,277,277,46
"Quercus","alba","white oak",88311,2016,42.300278,-71.124771,30,115,NA,NA,282,279,282,282,46
"Quercus","alba","white oak",88311,2017,42.300278,-71.124771,30,110,127,NA,119,257,285,285,46
"Quercus","alba","white oak",88311,2018,42.300278,-71.124771,30,NA,128,183,123,NA,296,296,46
"Quercus","alba","white oak",88311,2019,42.300278,-71.124771,30,117,126,NA,127,260,NA,260,46
"Quercus","rubra","northern red oak",86285,2016,42.300278,-71.124771,30,115,NA,304,282,282,282,282,46
"Quercus","rubra","northern red oak",86285,2017,42.300278,-71.124771,30,117,124,215,118,177,285,285,46
"Quercus","rubra","northern red oak",86285,2018,42.300278,-71.124771,30,122,128,203,122,282,282,282,46
"Quercus","rubra","northern red oak",86285,2019,42.300278,-71.124771,30,110,113,161,118,268,268,268,46
"Quercus","rubra","northern red oak",86285,2024,42.300278,-71.124771,30,NA,NA,NA,123,NA,NA,NA,46
"Quercus","rubra","northern red oak",86286,2016,42.300278,-71.124771,30,127,NA,NA,282,282,282,282,46
"Quercus","rubra","northern red oak",86286,2017,42.300278,-71.124771,30,119,NA,236,124,270,267,267,46
"Quercus","rubra","northern red oak",86286,2018,42.300278,-71.124771,30,122,128,NA,125,282,282,282,46
"Quercus","rubra","northern red oak",86286,2019,42.300278,-71.124771,30,110,126,190,128,260,268,268,46
"Quercus","rubra","northern red oak",86287,2016,42.300278,-71.124771,30,115,115,NA,127,282,282,282,46
"Quercus","rubra","northern red oak",86287,2017,42.300278,-71.124771,30,110,NA,NA,113,272,291,291,46
"Quercus","rubra","northern red oak",86287,2018,42.300278,-71.124771,30,118,128,208,122,272,282,282,46
"Quercus","rubra","northern red oak",86287,2019,42.300278,-71.124771,30,107,121,158,113,260,260,260,46
"Quercus","rubra","northern red oak",86288,2016,42.300278,-71.124771,30,115,NA,290,130,289,289,289,46
"Quercus","rubra","northern red oak",86288,2017,42.300278,-71.124771,30,110,NA,NA,119,271,311,311,46
"Quercus","rubra","northern red oak",86288,2018,42.300278,-71.124771,30,122,128,260,123,282,296,296,46
"Quercus","rubra","northern red oak",86288,2019,42.300278,-71.124771,30,107,129,NA,128,268,268,268,46
"Quercus","rubra","northern red oak",87760,2016,42.300278,-71.124771,30,115,115,NA,127,282,282,282,46
"Quercus","rubra","northern red oak",87760,2017,42.300278,-71.124771,30,110,NA,NA,117,272,288,288,46
"Quercus","rubra","northern red oak",87760,2018,42.300278,-71.124771,30,122,128,NA,122,264,282,282,46
"Quercus","rubra","northern red oak",87760,2019,42.300278,-71.124771,30,107,121,NA,113,260,NA,260,46
"Tilia","americana","American basswood",86289,2015,42.296417,-71.128052,26,NA,154,NA,NA,256,256,256,46
"Tilia","americana","American basswood",86289,2016,42.296417,-71.128052,26,94,152,NA,118,257,286,286,46
"Tilia","americana","American basswood",86289,2017,42.296417,-71.128052,26,98,110,184,107,295,257,257,46
"Tilia","americana","American basswood",86289,2018,42.296417,-71.128052,26,121,136,188,122,276,271,271,46
"Tilia","americana","American basswood",86289,2019,42.296417,-71.128052,26,115,140,186,115,267,293,293,46
"Tilia","americana","American basswood",86289,2020,42.296417,-71.128052,26,116,147,196,125,261,261,261,46
"Tilia","americana","American basswood",86289,2021,42.296417,-71.128052,26,110,127,183,117,281,289,289,46
"Tilia","americana","American basswood",86289,2022,42.296417,-71.128052,26,106,132,186,117,NA,NA,NA,46
"Tilia","americana","American basswood",86289,2023,42.296417,-71.128052,26,94,143,298,112,298,298,298,46
"Tilia","americana","American basswood",86289,2024,42.296417,-71.128052,26,109,134,191,116,273,273,273,46
"Tilia","americana","American basswood",86290,2015,42.305161,-71.122452,13,NA,NA,NA,NA,255,255,255,46
"Tilia","americana","American basswood",86290,2016,42.305161,-71.122452,13,111,142,199,115,252,281,281,46
"Tilia","americana","American basswood",86290,2017,42.305161,-71.122452,13,107,127,193,113,234,234,234,46
"Tilia","americana","American basswood",86290,2018,42.305161,-71.122452,13,118,133,199,121,231,243,243,46
"Tilia","americana","American basswood",86290,2019,42.305161,-71.122452,13,109,161,195,114,221,244,244,46
"Tilia","americana","American basswood",86290,2020,42.305161,-71.122452,13,120,147,180,126,229,250,250,46
"Tilia","americana","American basswood",86290,2021,42.305161,-71.122452,13,114,132,NA,119,247,254,254,46
"Tilia","americana","American basswood",87757,2016,42.296417,-71.128052,26,94,NA,NA,118,280,280,280,46
"Tilia","americana","American basswood",87757,2017,42.296417,-71.128052,26,109,161,184,116,270,270,270,46
"Tilia","americana","American basswood",87757,2018,42.296417,-71.128052,26,123,NA,246,124,260,262,262,46
"Tilia","americana","American basswood",87757,2019,42.296417,-71.128052,26,113,140,248,123,260,276,276,46
"Tilia","americana","American basswood",87757,2020,42.296417,-71.128052,26,123,147,188,125,260,260,260,46
"Tilia","americana","American basswood",87757,2021,42.296417,-71.128052,26,113,131,183,117,285,285,285,46
"Tilia","americana","American basswood",87757,2022,42.296417,-71.128052,26,106,142,NA,123,NA,NA,NA,46
"Tilia","americana","American basswood",87757,2023,42.296417,-71.128052,26,94,143,193,112,NA,NA,NA,46
"Tilia","americana","American basswood",87757,2024,42.296417,-71.128052,26,109,141,NA,119,254,273,273,46
"Tilia","americana","American basswood",87762,2015,42.305161,-71.122452,13,NA,NA,NA,NA,255,255,255,46
"Tilia","americana","American basswood",87762,2016,42.305161,-71.122452,13,111,154,199,115,215,290,290,46
"Tilia","americana","American basswood",87762,2017,42.305161,-71.122452,13,101,127,186,107,301,301,301,46
"Tilia","americana","American basswood",87762,2018,42.305161,-71.122452,13,117,141,192,122,246,234,234,46
"Tilia","americana","American basswood",87762,2019,42.305161,-71.122452,13,109,138,190,111,185,243,243,46
"Tilia","americana","American basswood",87762,2020,42.305161,-71.122452,13,112,NA,206,126,229,229,229,46
"Tilia","americana","American basswood",87762,2021,42.305161,-71.122452,13,114,NA,261,114,247,247,247,46
"Tilia","americana","American basswood",87762,2022,42.305161,-71.122452,13,107,145,188,117,250,250,250,46
"Tilia","americana","American basswood",87762,2023,42.305161,-71.122452,13,104,118,194,108,256,263,263,46
"Tilia","americana","American basswood",87762,2024,42.305161,-71.122452,13,NA,NA,276,117,227,283,283,46
"Tilia","americana","American basswood",87763,2015,42.305161,-71.122452,13,NA,NA,NA,NA,230,255,255,46
"Tilia","americana","American basswood",87763,2016,42.305161,-71.122452,13,105,152,193,115,252,281,281,46
"Tilia","americana","American basswood",87763,2017,42.305161,-71.122452,13,106,127,NA,107,234,234,234,46
"Tilia","americana","American basswood",87763,2018,42.305161,-71.122452,13,118,131,NA,122,234,227,227,46
"Tilia","americana","American basswood",87763,2019,42.305161,-71.122452,13,111,138,197,111,214,244,244,46
"Tilia","americana","American basswood",87763,2020,42.305161,-71.122452,13,108,145,189,119,220,229,229,46
"Tilia","americana","American basswood",87763,2021,42.305161,-71.122452,13,108,126,201,109,211,213,213,46
"Tilia","americana","American basswood",87763,2022,42.305161,-71.122452,13,107,138,188,107,236,236,236,46
"Tilia","americana","American basswood",87763,2023,42.305161,-71.122452,13,104,NA,173,104,231,235,235,46
"Tilia","americana","American basswood",87763,2024,42.305161,-71.122452,13,NA,134,185,111,227,NA,227,46
